TEST_GROUP,TEST_ITEM,CONDITIONAL_ITEM,DESCRIPTION,FUNCTION,PARAMETER,PDCA_NAME,,GLOBAL_VARIABLE,EXPECTED_VALUE,UNIT,PDCA_TYPE,TIMEOUT,ERROR_MSG,SA_FCM,NOTES,,
FCM,GRAPE_LARGE,,Caculate Touch Data,CALCULATE,100*((62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL1+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL1+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL1+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL1+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL1+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL1+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL1)/(62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL4+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL4+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL4+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL4+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL4+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL4+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL4)),62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_C1_C4_RATIO,,,[90:112],,KEY,,,TRUE,<radr:\\problems\48085644>,,
FCM,GRAPE_LARGE,,Caculate Touch Data,CALCULATE,100*((62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL2+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL2+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL2+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL2+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL2+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL2+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL2)/(62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL3+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL3+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL3+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL3+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL3+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL3+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL3)),62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_C2_C3_RATIO,,,[90:109],,KEY,,,TRUE,<radr:\\problems\48085644>,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_0,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW0_COL0,,62.SENSOR_TOUCH_STIM_AVERAGE1,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_1,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW0_COL1,,62.SENSOR_TOUCH_STIM_AVERAGE2,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_2,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW0_COL2,,62.SENSOR_TOUCH_STIM_AVERAGE3,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_3,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW0_COL3,,62.SENSOR_TOUCH_STIM_AVERAGE4,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_4,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW0_COL4,,62.SENSOR_TOUCH_STIM_AVERAGE5,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_5,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW0_COL5,,62.SENSOR_TOUCH_STIM_AVERAGE6,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_0,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW1_COL0,,62.SENSOR_TOUCH_STIM_AVERAGE7,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_1,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW1_COL1,,62.SENSOR_TOUCH_STIM_AVERAGE8,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_2,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW1_COL2,,62.SENSOR_TOUCH_STIM_AVERAGE9,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_3,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW1_COL3,,62.SENSOR_TOUCH_STIM_AVERAGE10,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_4,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW1_COL4,,62.SENSOR_TOUCH_STIM_AVERAGE11,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_5,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW1_COL5,,62.SENSOR_TOUCH_STIM_AVERAGE12,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_0,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW2_COL0,,62.SENSOR_TOUCH_STIM_AVERAGE13,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_1,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW2_COL1,,62.SENSOR_TOUCH_STIM_AVERAGE14,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_2,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW2_COL2,,62.SENSOR_TOUCH_STIM_AVERAGE15,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_3,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW2_COL3,,62.SENSOR_TOUCH_STIM_AVERAGE16,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_4,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW2_COL4,,62.SENSOR_TOUCH_STIM_AVERAGE17,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_5,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW2_COL5,,62.SENSOR_TOUCH_STIM_AVERAGE18,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_0,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW3_COL0,,62.SENSOR_TOUCH_STIM_AVERAGE19,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_1,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW3_COL1,,62.SENSOR_TOUCH_STIM_AVERAGE20,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_2,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW3_COL2,,62.SENSOR_TOUCH_STIM_AVERAGE21,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_3,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW3_COL3,,62.SENSOR_TOUCH_STIM_AVERAGE22,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_4,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW3_COL4,,62.SENSOR_TOUCH_STIM_AVERAGE23,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_5,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW3_COL5,,62.SENSOR_TOUCH_STIM_AVERAGE24,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_0,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW4_COL0,,62.SENSOR_TOUCH_STIM_AVERAGE25,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_1,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW4_COL1,,62.SENSOR_TOUCH_STIM_AVERAGE26,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_2,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW4_COL2,,62.SENSOR_TOUCH_STIM_AVERAGE27,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_3,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW4_COL3,,62.SENSOR_TOUCH_STIM_AVERAGE28,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_4,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW4_COL4,,62.SENSOR_TOUCH_STIM_AVERAGE29,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_5,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW4_COL5,,62.SENSOR_TOUCH_STIM_AVERAGE30,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_0,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW5_COL0,,62.SENSOR_TOUCH_STIM_AVERAGE31,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_1,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW5_COL1,,62.SENSOR_TOUCH_STIM_AVERAGE32,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_2,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW5_COL2,,62.SENSOR_TOUCH_STIM_AVERAGE33,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_3,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW5_COL3,,62.SENSOR_TOUCH_STIM_AVERAGE34,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_4,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW5_COL4,,62.SENSOR_TOUCH_STIM_AVERAGE35,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_5,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW5_COL5,,62.SENSOR_TOUCH_STIM_AVERAGE36,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_0,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW6_COL0,,62.SENSOR_TOUCH_STIM_AVERAGE37,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_1,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW6_COL1,,62.SENSOR_TOUCH_STIM_AVERAGE38,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_2,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW6_COL2,,62.SENSOR_TOUCH_STIM_AVERAGE39,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_3,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW6_COL3,,62.SENSOR_TOUCH_STIM_AVERAGE40,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_4,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW6_COL4,,62.SENSOR_TOUCH_STIM_AVERAGE41,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_5,62.5kHz_SENSOR_TOUCH_STIM_AVERAGE_ROW6_COL5,,62.SENSOR_TOUCH_STIM_AVERAGE42,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Stimulate Touch Panel Up1,FIXTURE,pr cy off,,,,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0xF3 0x0A""",,,,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0xA8 0x00""",,,,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0xAC 0x01""",,,,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0xA5 0x01""",,,,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0x90 0x00""",,,,,,,,,TRUE,,,
FCM,GRAPE,(TOUCH_FW_VER>502 || TOUCH_FW_VER==502 ) && TOUCH_FW_VER < 605,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0x4F 0x05""",,,,,,,,,TRUE,,,
FCM,GRAPE,(TOUCH_FW_VER>502 || TOUCH_FW_VER==502 ) && TOUCH_FW_VER < 605,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0x2E 0x00 0x00""",,,,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0x41 0x44""",,,,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0x4F 0x02""",,,,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0x32 0x03 0x02 0xC0 0x80""",,,,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0_1_485kHz,DIAGS,"hid --set_report ""0x42 0x03"";hid --get_report 0x42",,,,,,,,,TRUE,,,
FCM,GRAPE,,Get WriteCMD_0,GRAPE_TEST(0),WriteCMD_0_485kHz,,,WRITE_0_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,DIAGS,hid -w $WRITE_0_485kHz$,,,,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_0_0,485kHz_0_HID_1,,0_HID_1_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_0_1,485kHz_0_HID_2,,0_HID_2_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_0_2,485kHz_0_HID_3,,0_HID_3_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_0_3,485kHz_0_HID_4,,0_HID_4_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_1_0,485kHz_0_HID_5,,0_HID_5_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_1_1,485kHz_0_HID_6,,0_HID_6_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_1_2,485kHz_0_HID_7,,0_HID_7_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_1_3,485kHz_0_HID_8,,0_HID_8_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_2_0,485kHz_0_HID_9,,0_HID_9_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_2_1,485kHz_0_HID_10,,0_HID_10_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_2_2,485kHz_0_HID_11,,0_HID_11_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_2_3,485kHz_0_HID_12,,0_HID_12_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_3_0,485kHz_0_HID_13,,0_HID_13_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_3_1,485kHz_0_HID_14,,0_HID_14_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_3_2,485kHz_0_HID_15,,0_HID_15_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_3_3,485kHz_0_HID_16,,0_HID_16_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_4_0,485kHz_0_HID_17,,0_HID_17_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_4_1,485kHz_0_HID_18,,0_HID_18_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_4_2,485kHz_0_HID_19,,0_HID_19_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_4_3,485kHz_0_HID_20,,0_HID_20_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_5_0,485kHz_0_HID_21,,0_HID_21_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_5_1,485kHz_0_HID_22,,0_HID_22_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_5_2,485kHz_0_HID_23,,0_HID_23_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_5_3,485kHz_0_HID_24,,0_HID_24_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_6_0,485kHz_0_HID_25,,0_HID_25_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_6_1,485kHz_0_HID_26,,0_HID_26_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_6_2,485kHz_0_HID_27,,0_HID_27_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_6_3,485kHz_0_HID_28,,0_HID_28_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_7_0,485kHz_0_HID_29,,0_HID_29_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_7_1,485kHz_0_HID_30,,0_HID_30_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_7_2,485kHz_0_HID_31,,0_HID_31_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_7_3,485kHz_0_HID_32,,0_HID_32_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_8_0,485kHz_0_HID_33,,0_HID_33_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_8_1,485kHz_0_HID_34,,0_HID_34_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_8_2,485kHz_0_HID_35,,0_HID_35_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_8_3,485kHz_0_HID_36,,0_HID_36_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_9_0,485kHz_0_HID_37,,0_HID_37_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_9_1,485kHz_0_HID_38,,0_HID_38_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_9_2,485kHz_0_HID_39,,0_HID_39_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_9_3,485kHz_0_HID_40,,0_HID_40_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_10_0,485kHz_0_HID_41,,0_HID_41_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,mtreports settings_0,PARSE,HID_10_1,485kHz_0_HID_42,,0_HID_42_485kHz,,,,,,TRUE,,,
FCM,GRAPE,,Sample Touch Data_485kHz,DIAGS,sensor --sel touch --sample 50 --stats --quiet,,,,,,,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_0,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW0_COL0,,0_SENSOR_TOUCH_AVERAGE_1_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_1,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW0_COL1,,0_SENSOR_TOUCH_AVERAGE_2_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_2,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW0_COL2,,0_SENSOR_TOUCH_AVERAGE_3_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_3,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW0_COL3,,0_SENSOR_TOUCH_AVERAGE_4_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_4,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW0_COL4,,0_SENSOR_TOUCH_AVERAGE_5_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_5,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW0_COL5,,0_SENSOR_TOUCH_AVERAGE_6_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_0,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW1_COL0,,0_SENSOR_TOUCH_AVERAGE_7_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_1,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW1_COL1,,0_SENSOR_TOUCH_AVERAGE_8_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_2,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW1_COL2,,0_SENSOR_TOUCH_AVERAGE_9_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_3,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW1_COL3,,0_SENSOR_TOUCH_AVERAGE_10_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_4,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW1_COL4,,0_SENSOR_TOUCH_AVERAGE_11_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_5,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW1_COL5,,0_SENSOR_TOUCH_AVERAGE_12_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_0,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW2_COL0,,0_SENSOR_TOUCH_AVERAGE_13_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_1,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW2_COL1,,0_SENSOR_TOUCH_AVERAGE_14_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_2,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW2_COL2,,0_SENSOR_TOUCH_AVERAGE_15_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_3,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW2_COL3,,0_SENSOR_TOUCH_AVERAGE_16_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_4,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW2_COL4,,0_SENSOR_TOUCH_AVERAGE_17_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_5,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW2_COL5,,0_SENSOR_TOUCH_AVERAGE_18_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_0,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW3_COL0,,0_SENSOR_TOUCH_AVERAGE_19_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_1,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW3_COL1,,0_SENSOR_TOUCH_AVERAGE_20_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_2,485kHz_0_SENSOR_TOUCH_AVERAGE_ROW3_COL2,,0_SENSOR_TOUCH_AVERAGE_21_485KHz,,,KEY,,,TRUE,,,
